9160,95,1336403990000,1336690940000
9159,95,1336117040000,1336403990000
9160,95,1336117040000,1336403990000
9158,95,1335786956000,1335791346000
9159,95,1335786956000,1335791346000
9160,95,1335786956000,1335791346000
9157,95,1335750577000,1335786746000
9158,95,1335750577000,1335786746000
9159,95,1335750577000,1335786746000
9160,95,1335750577000,1335786746000
9156,95,1335748506000,1335750577000
9157,95,1335748506000,1335750577000
9158,95,1335748506000,1335750577000
9159,95,1335748506000,1335750577000
9160,95,1335748506000,1335750577000
9155,95,1335746514000,1335748504000
9156,95,1335746514000,1335748504000
9157,95,1335746514000,1335748504000
9158,95,1335746514000,1335748504000
9159,95,1335746514000,1335748504000
9160,95,1335746514000,1335748504000
9154,95,1335739245000,1335745737000
9155,95,1335739245000,1335745737000
9156,95,1335739245000,1335745737000
9157,95,1335739245000,1335745737000
9158,95,1335739245000,1335745737000
9159,95,1335739245000,1335745737000
9160,95,1335739245000,1335745737000
9153,95,1335735748000,1335739014000
9154,95,1335735748000,1335739014000
9155,95,1335735748000,1335739014000
9156,95,1335735748000,1335739014000
9157,95,1335735748000,1335739014000
9158,95,1335735748000,1335739014000
9159,95,1335735748000,1335739014000
9160,95,1335735748000,1335739014000
9152,95,1335732482000,1335735748000
9153,95,1335732482000,1335735748000
9154,95,1335732482000,1335735748000
9155,95,1335732482000,1335735748000
9156,95,1335732482000,1335735748000
9157,95,1335732482000,1335735748000
9158,95,1335732482000,1335735748000
9159,95,1335732482000,1335735748000
9160,95,1335732482000,1335735748000
9151,95,1335724760000,1335730342000
9152,95,1335724760000,1335730342000
9153,95,1335724760000,1335730342000
9154,95,1335724760000,1335730342000
9155,95,1335724760000,1335730342000
9156,95,1335724760000,1335730342000
9157,95,1335724760000,1335730342000
9158,95,1335724760000,1335730342000
9159,95,1335724760000,1335730342000
9160,95,1335724760000,1335730342000
9150,95,1335315554000,1335346740000
9151,95,1335315554000,1335346740000
9152,95,1335315554000,1335346740000
9153,95,1335315554000,1335346740000
9154,95,1335315554000,1335346740000
9155,95,1335315554000,1335346740000
9156,95,1335315554000,1335346740000
9157,95,1335315554000,1335346740000
9158,95,1335315554000,1335346740000
9159,95,1335315554000,1335346740000
9160,95,1335315554000,1335346740000
9149,95,1335311857000,1335315029000
9150,95,1335311857000,1335315029000
9151,95,1335311857000,1335315029000
9152,95,1335311857000,1335315029000
9153,95,1335311857000,1335315029000
9154,95,1335311857000,1335315029000
9155,95,1335311857000,1335315029000
9156,95,1335311857000,1335315029000
9157,95,1335311857000,1335315029000
9158,95,1335311857000,1335315029000
9159,95,1335311857000,1335315029000
9160,95,1335311857000,1335315029000
