0,61,1325073211000,1325149834000
1,151,1325182331000,1325211525000
2,151,1325211525000,1325240718000
3,151,1325240718000,1325269912000
4,61,1325270418000,1325272536000
5,91,1325669239000,1325716223000
6,107,1325803797000,1325810689000
7,61,1325810713000,1325812734000
8,66,1325812857000,1325845618000
9,61,1326672445000,1326674263000
10,93,1326676360000,1326707741000
11,83,1328049281000,1328052946000
12,61,1331114173000,1331464883000
13,61,1331464883000,1331815593000
14,82,1332150877000,1332182467000
15,61,1332184205000,1332186012000
16,93,1332186023000,1332235408000
17,95,1332713504000,1332768274000
18,61,1332768727000,1332770981000
19,82,1332772286000,1332798096000
20,61,1332888578000,1332932946000
21,61,1332932946000,1332977313000
22,95,1332981988000,1333007308000
23,91,1333459167000,1333461468000
24,85,1333466333000,1333469278000
25,95,1333475366000,1333486325000
26,34,1333487271000,1333489475000
27,95,1333750319000,1333752424000
28,34,1333752424000,1333756146000
29,95,1333756195000,1333758393000
30,61,1333758393000,1333763025000
31,91,1333764272000,1333767180000
32,61,1333767880000,1333769965000
33,95,1333773299000,1333775310000
34,61,1333776640000,1333779389000
35,61,1333779389000,1333782137000
36,95,1333782137000,1333784325000
37,61,1333784330000,1333786509000
38,95,1333793884000,1333796014000
39,61,1333796014000,1333798203000
40,95,1333798203000,1333807438000
41,61,1333813667000,1333817195000
42,95,1333821769000,1333827244000
43,61,1333827789000,1333878832000
44,106,1333879259000,1333892338000
45,77,1333895224000,1333919224000
46,95,1334173571000,1334180495000
47,107,1334181206000,1334185209000
48,95,1334185836000,1334187668000
49,95,1334192855000,1334217005000
50,61,1334218658000,1334221069000
51,95,1334221211000,1334229209000
52,95,1334229209000,1334237207000
53,171,1334597961000,1334599842000
67,61,1326098305000,1326165882000
68,61,1326165882000,1326233459000
69,95,1326234904000,1326271535000
70,63,1326272537000,1326312547000
71,86,1326313478000,1326335241000
72,86,1326335241000,1326357004000
73,95,1327913271000,1327960654000
74,516,1327961736000,1328002468000
75,516,1328002468000,1328043199000
76,516,1328043199000,1328083931000
77,61,1328085700000,1328133495000
78,516,1328134828000,1328170894000
79,61,1328481650000,1328529273000
80,61,1328529273000,1328576896000
81,61,1328576896000,1328624519000
82,516,1328626408000,1328647704000
83,61,1328648911000,1328691423000
84,516,1328692146000,1328739475000
85,61,1328893111000,1328936370000
86,61,1328936370000,1328979628000
87,516,1328980011000,1328999468000
88,61,1329000298000,1329034955000
89,516,1329036474000,1329077129000
90,61,1329173015000,1329209632000
91,516,1329210748000,1329295537000
92,61,1329296513000,1329344828000
93,516,1329345121000,1329382057000
94,61,1329565205000,1329593545000
95,516,1329593995000,1329638724000
96,61,1329639630000,1329687385000
97,516,1329687836000,1329725461000
98,62,1329726465000,1329774395000
99,516,1329774797000,1329814561000
100,61,1329814933000,1329856497000
101,551,1329901274000,1329944864000
102,61,1329945548000,1329987448000
103,551,1329988401000,1330026998000
104,61,1330027606000,1330071876000
105,551,1330072972000,1330107157000
106,61,1330110536000,1330161421000
107,551,1330464160000,1330505994000
108,61,1330506964000,1330551484000
109,551,1330552671000,1330634015000
110,61,1330635040000,1330686882000
111,551,1330687903000,1330690632000
112,61,1330690632000,1330731128000
113,61,1330731128000,1330771624000
114,61,1330771624000,1330812120000
115,551,1330813026000,1330846735000
116,61,1330848009000,1330897558000
117,551,1331024424000,1331069901000
118,61,1331071415000,1331110591000
119,61,1331451899000,1331497016000
120,61,1331497016000,1331542132000
