64,61,1335724760000,1335730342000
64,58,1335732482000,1335735748000
64,58,1335735748000,1335739014000
64,85,1335739245000,1335745737000
64,95,1335746514000,1335748504000
64,61,1335748506000,1335750577000
64,95,1335750577000,1335786746000
64,61,1335786956000,1335791346000
65,58,1335732482000,1335735748000
65,58,1335735748000,1335739014000
65,85,1335739245000,1335745737000
65,95,1335746514000,1335748504000
65,61,1335748506000,1335750577000
65,95,1335750577000,1335786746000
65,61,1335786956000,1335791346000
65,95,1336117040000,1336403990000
66,58,1335735748000,1335739014000
66,85,1335739245000,1335745737000
66,95,1335746514000,1335748504000
66,61,1335748506000,1335750577000
66,95,1335750577000,1335786746000
66,61,1335786956000,1335791346000
66,95,1336117040000,1336403990000
66,95,1336403990000,1336690940000
54,95,1334173571000,1334180495000
54,107,1334181206000,1334185209000
54,95,1334185836000,1334187668000
54,95,1334192855000,1334217005000
54,61,1334218658000,1334221069000
54,95,1334221211000,1334229209000
54,95,1334229209000,1334237207000
54,171,1334597961000,1334599842000
55,107,1334181206000,1334185209000
55,95,1334185836000,1334187668000
55,95,1334192855000,1334217005000
55,61,1334218658000,1334221069000
55,95,1334221211000,1334229209000
55,95,1334229209000,1334237207000
55,171,1334597961000,1334599842000
55,61,1335311857000,1335315029000
56,95,1334185836000,1334187668000
56,95,1334192855000,1334217005000
56,61,1334218658000,1334221069000
56,95,1334221211000,1334229209000
56,95,1334229209000,1334237207000
56,171,1334597961000,1334599842000
56,61,1335311857000,1335315029000
56,95,1335315554000,1335346740000
57,95,1334192855000,1334217005000
57,61,1334218658000,1334221069000
57,95,1334221211000,1334229209000
57,95,1334229209000,1334237207000
57,171,1334597961000,1334599842000
57,61,1335311857000,1335315029000
57,95,1335315554000,1335346740000
57,61,1335724760000,1335730342000
58,61,1334218658000,1334221069000
58,95,1334221211000,1334229209000
58,95,1334229209000,1334237207000
58,171,1334597961000,1334599842000
58,61,1335311857000,1335315029000
58,95,1335315554000,1335346740000
58,61,1335724760000,1335730342000
58,58,1335732482000,1335735748000
59,95,1334221211000,1334229209000
59,95,1334229209000,1334237207000
59,171,1334597961000,1334599842000
59,61,1335311857000,1335315029000
59,95,1335315554000,1335346740000
59,61,1335724760000,1335730342000
59,58,1335732482000,1335735748000
59,58,1335735748000,1335739014000
60,95,1334229209000,1334237207000
60,171,1334597961000,1334599842000
60,61,1335311857000,1335315029000
60,95,1335315554000,1335346740000
60,61,1335724760000,1335730342000
60,58,1335732482000,1335735748000
60,58,1335735748000,1335739014000
60,85,1335739245000,1335745737000
61,171,1334597961000,1334599842000
61,61,1335311857000,1335315029000
61,95,1335315554000,1335346740000
61,61,1335724760000,1335730342000
61,58,1335732482000,1335735748000
61,58,1335735748000,1335739014000
61,85,1335739245000,1335745737000
61,95,1335746514000,1335748504000
62,61,1335311857000,1335315029000
62,95,1335315554000,1335346740000
62,61,1335724760000,1335730342000
62,58,1335732482000,1335735748000
62,58,1335735748000,1335739014000
62,85,1335739245000,1335745737000
62,95,1335746514000,1335748504000
62,61,1335748506000,1335750577000
63,95,1335315554000,1335346740000
63,61,1335724760000,1335730342000
63,58,1335732482000,1335735748000
63,58,1335735748000,1335739014000
63,85,1335739245000,1335745737000
63,95,1335746514000,1335748504000
63,61,1335748506000,1335750577000
63,95,1335750577000,1335786746000
