0,77,1324588848000,1324662567000
0,90,1324662567000,1324664662000
0,59,1324664662000,1324722033000
0,61,1324840178000,1324889987000
0,58,1324926822000,1324932748000
0,381,1324976491000,1324990504000
0,93,1324990870000,1324995862000
0,61,1324996588000,1325073211000
1,90,1324662567000,1324664662000
1,59,1324664662000,1324722033000
1,61,1324840178000,1324889987000
1,58,1324926822000,1324932748000
1,381,1324976491000,1324990504000
1,93,1324990870000,1324995862000
1,61,1324996588000,1325073211000
1,61,1325073211000,1325149834000
2,59,1324664662000,1324722033000
2,61,1324840178000,1324889987000
2,58,1324926822000,1324932748000
2,381,1324976491000,1324990504000
2,93,1324990870000,1324995862000
2,61,1324996588000,1325073211000
2,61,1325073211000,1325149834000
2,151,1325182331000,1325211525000
3,61,1324840178000,1324889987000
3,58,1324926822000,1324932748000
3,381,1324976491000,1324990504000
3,93,1324990870000,1324995862000
3,61,1324996588000,1325073211000
3,61,1325073211000,1325149834000
3,151,1325182331000,1325211525000
3,151,1325211525000,1325240718000
4,58,1324926822000,1324932748000
4,381,1324976491000,1324990504000
4,93,1324990870000,1324995862000
4,61,1324996588000,1325073211000
4,61,1325073211000,1325149834000
4,151,1325182331000,1325211525000
4,151,1325211525000,1325240718000
4,151,1325240718000,1325269912000
5,381,1324976491000,1324990504000
5,93,1324990870000,1324995862000
5,61,1324996588000,1325073211000
5,61,1325073211000,1325149834000
5,151,1325182331000,1325211525000
5,151,1325211525000,1325240718000
5,151,1325240718000,1325269912000
5,61,1325270418000,1325272536000
6,93,1324990870000,1324995862000
6,61,1324996588000,1325073211000
6,61,1325073211000,1325149834000
6,151,1325182331000,1325211525000
6,151,1325211525000,1325240718000
6,151,1325240718000,1325269912000
6,61,1325270418000,1325272536000
6,91,1325669239000,1325716223000
7,61,1324996588000,1325073211000
7,61,1325073211000,1325149834000
7,151,1325182331000,1325211525000
7,151,1325211525000,1325240718000
7,151,1325240718000,1325269912000
7,61,1325270418000,1325272536000
7,91,1325669239000,1325716223000
7,107,1325803797000,1325810689000
