0,39710000,43687000
59,45122000,-22655000
61,-19705000,9393000
61,9393000,38491000
19196,-3378000,-14711000
61,-14071000,31106000
59,45122000,-22655000
61,-19705000,9393000
61,9393000,38491000
19196,-3378000,-14711000
61,-14071000,31106000
19197,31106000,33126000
61,-19705000,9393000
61,9393000,38491000
19196,-3378000,-14711000
61,-14071000,31106000
19197,31106000,33126000
59,39346000,46982000
61,9393000,38491000
19196,-3378000,-14711000
61,-14071000,31106000
19197,31106000,33126000
59,39346000,46982000
51,-20649000,26523000
19196,-3378000,-14711000
61,-14071000,31106000
19197,31106000,33126000
59,39346000,46982000
51,-20649000,26523000
19198,29203000,33158000
61,-14071000,31106000
19197,31106000,33126000
59,39346000,46982000
51,-20649000,26523000
19198,29203000,33158000
19199,34178000,38058000
19197,31106000,33126000
59,39346000,46982000
51,-20649000,26523000
19198,29203000,33158000
19199,34178000,38058000
106,35507000,41292000
59,39346000,46982000
51,-20649000,26523000
19198,29203000,33158000
19199,34178000,38058000
106,35507000,41292000
19200,42362000,29824000
51,-20649000,26523000
19198,29203000,33158000
19199,34178000,38058000
106,35507000,41292000
19200,42362000,29824000
19201,29824000,32034000
19198,29203000,33158000
19199,34178000,38058000
106,35507000,41292000
19200,42362000,29824000
19201,29824000,32034000
61,38059000,37803000
19199,34178000,38058000
106,35507000,41292000
19200,42362000,29824000
19201,29824000,32034000
61,38059000,37803000
59,39435000,41577000
106,35507000,41292000
19200,42362000,29824000
19201,29824000,32034000
61,38059000,37803000
59,39435000,41577000
61,41968000,-24311000
19200,42362000,29824000
19201,29824000,32034000
61,38059000,37803000
59,39435000,41577000
61,41968000,-24311000
61,-24311000,-4190000
19201,29824000,32034000
61,38059000,37803000
59,39435000,41577000
61,41968000,-24311000
61,-24311000,-4190000
61,-4190000,15932000
61,38059000,37803000
59,39435000,41577000
61,41968000,-24311000
61,-24311000,-4190000
61,-4190000,15932000
61,15932000,36053000
59,39435000,41577000
61,41968000,-24311000
61,-24311000,-4190000
61,-4190000,15932000
61,15932000,36053000
61,36053000,56174000
61,41968000,-24311000
61,-24311000,-4190000
61,-4190000,15932000
61,15932000,36053000
61,36053000,56174000
19202,-27673000,-17811000
61,-24311000,-4190000
61,-4190000,15932000
61,15932000,36053000
61,36053000,56174000
19202,-27673000,-17811000
59,-17616000,-7574000
61,-4190000,15932000
61,15932000,36053000
61,36053000,56174000
19202,-27673000,-17811000
59,-17616000,-7574000
61,-6649000,35585000
61,15932000,36053000
61,36053000,56174000
19202,-27673000,-17811000
59,-17616000,-7574000
61,-6649000,35585000
59,35925000,42593000
61,36053000,56174000
19202,-27673000,-17811000
59,-17616000,-7574000
61,-6649000,35585000
59,35925000,42593000
61,43020000,48629000
19202,-27673000,-17811000
59,-17616000,-7574000
61,-6649000,35585000
59,35925000,42593000
61,43020000,48629000
61,48629000,54238000
59,-17616000,-7574000
61,-6649000,35585000
59,35925000,42593000
61,43020000,48629000
61,48629000,54238000
62,54433000,-20724000
61,-6649000,35585000
59,35925000,42593000
61,43020000,48629000
61,48629000,54238000
62,54433000,-20724000
61,-20389000,-2728000
59,35925000,42593000
61,43020000,48629000
61,48629000,54238000
62,54433000,-20724000
61,-20389000,-2728000
61,-2728000,14932000
61,43020000,48629000
61,48629000,54238000
62,54433000,-20724000
61,-20389000,-2728000
61,-2728000,14932000
61,14932000,32593000
61,48629000,54238000
62,54433000,-20724000
61,-20389000,-2728000
61,-2728000,14932000
61,14932000,32593000
59,32858000,21783000
62,54433000,-20724000
61,-20389000,-2728000
61,-2728000,14932000
61,14932000,32593000
59,32858000,21783000
59,21783000,10708000
61,-20389000,-2728000
61,-2728000,14932000
61,14932000,32593000
59,32858000,21783000
59,21783000,10708000
59,10708000,-367000
61,-2728000,14932000
61,14932000,32593000
59,32858000,21783000
59,21783000,10708000
59,10708000,-367000
61,928000,34492000
61,14932000,32593000
59,32858000,21783000
59,21783000,10708000
59,10708000,-367000
61,928000,34492000
61,34492000,-18344000
59,32858000,21783000
59,21783000,10708000
59,10708000,-367000
61,928000,34492000
61,34492000,-18344000
51,-15119000,1208000
59,21783000,10708000
59,10708000,-367000
61,928000,34492000
61,34492000,-18344000
51,-15119000,1208000
59,1208000,35529000
59,10708000,-367000
61,928000,34492000
61,34492000,-18344000
51,-15119000,1208000
59,1208000,35529000
59,35529000,-16550000
61,928000,34492000
61,34492000,-18344000
51,-15119000,1208000
59,1208000,35529000
59,35529000,-16550000
61,-16195000,-9414000
61,34492000,-18344000
51,-15119000,1208000
59,1208000,35529000
59,35529000,-16550000
61,-16195000,-9414000
19203,-8264000,43056000
51,-15119000,1208000
59,1208000,35529000
59,35529000,-16550000
61,-16195000,-9414000
19203,-8264000,43056000
61,43776000,-3785000
59,1208000,35529000
59,35529000,-16550000
61,-16195000,-9414000
19203,-8264000,43056000
61,43776000,-3785000
61,-3785000,35054000
59,35529000,-16550000
61,-16195000,-9414000
19203,-8264000,43056000
61,43776000,-3785000
61,-3785000,35054000
59,35624000,46329000
61,-16195000,-9414000
19203,-8264000,43056000
61,43776000,-3785000
61,-3785000,35054000
59,35624000,46329000
61,46329000,50570000
19203,-8264000,43056000
61,43776000,-3785000
61,-3785000,35054000
59,35624000,46329000
61,46329000,50570000
61,50570000,54811000
61,43776000,-3785000
61,-3785000,35054000
59,35624000,46329000
61,46329000,50570000
61,50570000,54811000
19204,55146000,-18511000
61,-3785000,35054000
59,35624000,46329000
61,46329000,50570000
61,50570000,54811000
19204,55146000,-18511000
61,-18511000,14803000
59,35624000,46329000
61,46329000,50570000
61,50570000,54811000
19204,55146000,-18511000
61,-18511000,14803000
61,14803000,48117000
61,46329000,50570000
61,50570000,54811000
19204,55146000,-18511000
61,-18511000,14803000
61,14803000,48117000
61,48117000,-4970000
61,50570000,54811000
19204,55146000,-18511000
61,-18511000,14803000
61,14803000,48117000
61,48117000,-4970000
61,-4970000,28344000
19204,55146000,-18511000
61,-18511000,14803000
61,14803000,48117000
61,48117000,-4970000
61,-4970000,28344000
59,38378000,-1019000
61,-18511000,14803000
61,14803000,48117000
61,48117000,-4970000
61,-4970000,28344000
59,38378000,-1019000
59,-1019000,45984000
61,14803000,48117000
61,48117000,-4970000
61,-4970000,28344000
59,38378000,-1019000
59,-1019000,45984000
61,45984000,-13528000
61,48117000,-4970000
61,-4970000,28344000
59,38378000,-1019000
59,-1019000,45984000
61,45984000,-13528000
59,-13053000,44725000
61,-4970000,28344000
59,38378000,-1019000
59,-1019000,45984000
61,45984000,-13528000
59,-13053000,44725000
19205,45755000,51559000
59,38378000,-1019000
59,-1019000,45984000
61,45984000,-13528000
59,-13053000,44725000
19205,45755000,51559000
61,52827000,51178000
59,-1019000,45984000
61,45984000,-13528000
59,-13053000,44725000
19205,45755000,51559000
61,52827000,51178000
61,51178000,49529000
61,45984000,-13528000
59,-13053000,44725000
19205,45755000,51559000
61,52827000,51178000
61,51178000,49529000
61,49529000,47880000
59,-13053000,44725000
19205,45755000,51559000
61,52827000,51178000
61,51178000,49529000
61,49529000,47880000
52,51620000,-17524000
19205,45755000,51559000
61,52827000,51178000
61,51178000,49529000
61,49529000,47880000
52,51620000,-17524000
52,-17524000,-269000
61,52827000,51178000
61,51178000,49529000
61,49529000,47880000
52,51620000,-17524000
52,-17524000,-269000
70,396000,31144000
61,51178000,49529000
61,49529000,47880000
52,51620000,-17524000
52,-17524000,-269000
70,396000,31144000
19206,33174000,35128000
61,49529000,47880000
52,51620000,-17524000
52,-17524000,-269000
70,396000,31144000
19206,33174000,35128000
52,35178000,48084000
52,51620000,-17524000
52,-17524000,-269000
70,396000,31144000
19206,33174000,35128000
52,35178000,48084000
52,48084000,-25410000
52,-17524000,-269000
70,396000,31144000
19206,33174000,35128000
52,35178000,48084000
52,48084000,-25410000
48,-22300000,47167000
70,396000,31144000
19206,33174000,35128000
52,35178000,48084000
52,48084000,-25410000
48,-22300000,47167000
52,48162000,-25172000
19206,33174000,35128000
52,35178000,48084000
52,48084000,-25410000
48,-22300000,47167000
52,48162000,-25172000
61,-24212000,-22169000
52,35178000,48084000
52,48084000,-25410000
48,-22300000,47167000
52,48162000,-25172000
61,-24212000,-22169000
61,-22169000,-20127000
52,48084000,-25410000
48,-22300000,47167000
52,48162000,-25172000
61,-24212000,-22169000
61,-22169000,-20127000
52,-19822000,15811000
48,-22300000,47167000
52,48162000,-25172000
61,-24212000,-22169000
61,-22169000,-20127000
52,-19822000,15811000
61,15811000,50852000
52,48162000,-25172000
61,-24212000,-22169000
61,-22169000,-20127000
52,-19822000,15811000
61,15811000,50852000
52,50867000,-25804000
61,-24212000,-22169000
61,-22169000,-20127000
52,-19822000,15811000
61,15811000,50852000
52,50867000,-25804000
52,-25804000,-16075000
61,-22169000,-20127000
52,-19822000,15811000
61,15811000,50852000
52,50867000,-25804000
52,-25804000,-16075000
61,-14945000,-2492000
52,-19822000,15811000
61,15811000,50852000
52,50867000,-25804000
52,-25804000,-16075000
61,-14945000,-2492000
52,-1537000,33417000
61,15811000,50852000
52,50867000,-25804000
52,-25804000,-16075000
61,-14945000,-2492000
52,-1537000,33417000
61,34038000,40859000
52,50867000,-25804000
52,-25804000,-16075000
61,-14945000,-2492000
52,-1537000,33417000
61,34038000,40859000
61,40859000,47680000
52,-25804000,-16075000
61,-14945000,-2492000
52,-1537000,33417000
61,34038000,40859000
61,40859000,47680000
52,50400000,56805000
61,-14945000,-2492000
52,-1537000,33417000
61,34038000,40859000
61,40859000,47680000
52,50400000,56805000
70,-19980000,-17515000
52,-1537000,33417000
61,34038000,40859000
61,40859000,47680000
52,50400000,56805000
70,-19980000,-17515000
61,-14195000,-12290000
61,34038000,40859000
61,40859000,47680000
52,50400000,56805000
70,-19980000,-17515000
61,-14195000,-12290000
70,-11380000,53256000
61,40859000,47680000
52,50400000,56805000
70,-19980000,-17515000
61,-14195000,-12290000
70,-11380000,53256000
19207,56734000,-27746000
52,50400000,56805000
70,-19980000,-17515000
61,-14195000,-12290000
70,-11380000,53256000
19207,56734000,-27746000
19208,-20001000,-16636000
70,-19980000,-17515000
61,-14195000,-12290000
70,-11380000,53256000
19207,56734000,-27746000
19208,-20001000,-16636000
356,-16636000,-14191000
61,-14195000,-12290000
70,-11380000,53256000
19207,56734000,-27746000
19208,-20001000,-16636000
356,-16636000,-14191000
70,-7031000,47978000
70,-11380000,53256000
19207,56734000,-27746000
19208,-20001000,-16636000
356,-16636000,-14191000
70,-7031000,47978000
425,-27392000,-25147000
19207,56734000,-27746000
19208,-20001000,-16636000
356,-16636000,-14191000
70,-7031000,47978000
425,-27392000,-25147000
19209,-21357000,-16437000
19208,-20001000,-16636000
356,-16636000,-14191000
70,-7031000,47978000
425,-27392000,-25147000
19209,-21357000,-16437000
19210,-7652000,38222000
356,-16636000,-14191000
70,-7031000,47978000
425,-27392000,-25147000
19209,-21357000,-16437000
19210,-7652000,38222000
589,42485000,44955000
70,-7031000,47978000
425,-27392000,-25147000
19209,-21357000,-16437000
19210,-7652000,38222000
589,42485000,44955000
61,50261000,53914000
425,-27392000,-25147000
19209,-21357000,-16437000
19210,-7652000,38222000
589,42485000,44955000
61,50261000,53914000
52,54240000,-28564000
19209,-21357000,-16437000
19210,-7652000,38222000
589,42485000,44955000
61,50261000,53914000
52,54240000,-28564000
51,-28289000,-23768000
19210,-7652000,38222000
589,42485000,44955000
61,50261000,53914000
52,54240000,-28564000
51,-28289000,-23768000
51,-23768000,-19248000
589,42485000,44955000
61,50261000,53914000
52,54240000,-28564000
51,-28289000,-23768000
51,-23768000,-19248000
61,9425000,37175000
61,50261000,53914000
52,54240000,-28564000
51,-28289000,-23768000
51,-23768000,-19248000
61,9425000,37175000
52,37555000,56118000
52,54240000,-28564000
51,-28289000,-23768000
51,-23768000,-19248000
61,9425000,37175000
52,37555000,56118000
19211,-25497000,-10432000
51,-28289000,-23768000
51,-23768000,-19248000
61,9425000,37175000
52,37555000,56118000
19211,-25497000,-10432000
